entity_name,entity,id
thump ,1880113,8687
throb ,1879251,28092
waver ,1878719,34081
progressive ,10256756,3026
label ,7272172,7673
vibrate ,1878063,23402
intoxication ,7528807,20912
sales agreement ,6527851,39158
sunspot ,11511004,11247
lode ,11446067,34914
target ,10470460,1412
waver ,1876907,625
marburg hemorrhagic fever ,14265722,40164
temperature unit ,13608598,8063
system of weights and measures ,13577544,7316
bw ,967780,5433
rhus laurina ,12760875,24794
elbow ,1873942,38093
push ,1872877,36685
push ,1872645,14797
point ,1928154,18540
motor vehicle ,3791235,28080
skid ,1870867,40622
order geraniales ,12684640,19059
prochlorperazine ,4007239,37805
decapod crustacean ,1976146,13331
weaverbird ,1542786,12129
sow ,969370,1234
propitiousness ,5161150,29062
jacket ,7711471,6972
white person ,9638875,32779
saddle horse ,2377703,356
qabbalah ,5954100,19175
balloonist ,9835348,29973
rigidness ,4660261,30633
turn over ,1866192,37941
muslin ,3802393,36690
lycopus europaeus ,12852570,14203
genus chateura ,1832684,20002
sir sarvepalli radhakrishnan ,11251995,5660
jolt ,1864865,9030
shift ,1864634,1928
roast lamb ,7668215,18752
body ,7965085,6740
stations of the cross ,1043333,12852
vitamin h ,15092650,15615
bhutani ,9694529,30197
run ,1864038,1948
episcopate ,589494,27873
bishop ,9857200,15152
pull up ,1863410,24618
pull up ,1863158,13286
mammy ,10287082,10455
pullback ,56688,40711
silurus ,2518178,11545
genus bignonia ,12813870,26580
stop ,1860795,34480
stop ,1859221,24817
round ,1858910,26263
soaring ,303495,38791
music ,5718556,24439
ciprofloxacin ,3032576,9183
germany ,8766988,2501
wear thin ,469382,28090
glossitis ,14346909,5775
galician ,6966454,37007
dyke ,1587818,25812
day ,15123115,7455
dirty story ,6779096,36711
rocker ,10535706,13150
solicitation ,7187773,9275
move ,1855606,5588
mince ,7650903,11941
tap ,1854519,39116
take out ,1854132,29859
delayer ,10000616,26071
composition ,14588492,29411
re-enter ,1852892,3223
replicate ,1734929,15869
centre ,1852701,30153
come near ,1849746,15404
go away ,1848718,13057
vittaria ,13179648,8190
zea ,12143572,34927
fly ,1847845,11817
sail ,1846658,27355
neckband ,3068181,2319
feeder ,10042300,3778
rubbing ,11459538,14844
hyderabad ,8976913,16708
abortion-inducing drug ,2667906,38630
roly-poly ,10082146,27288
molar ,2900081,32815
sightsee ,1843904,4195
visit ,1843689,39069
queen triggerfish ,2653497,5302
resort ,1843497,991
athapaskan language ,6907728,39249
herdsman ,10171567,14085
pull over ,1841591,19122
sterculiaceae ,12194776,3211
validation ,5826291,2081
sheer ,1841471,2457
bitterwood tree ,12715914,19792
pivot ,3951971,7400
plan of attack ,941140,19419
unmanly ,1476154,25674
pass over ,1840092,16054
ineffectualness ,5207963,21361
extrapolation ,5781145,29421
think up ,1634142,24874
lagarostrobus franklinii ,11656123,21991
gravitate ,1835280,1691
mire ,1835103,8515
mire ,1834896,2348
subatomic particle ,9386422,17095
john hemminge ,11039690,2967
let up ,156276,8503
attention ,5853636,14782
plunge ,1834053,29130
spook ,1830965,16697
decision making ,5788149,2817
string ,7013549,16888
bulletin ,6682290,18710
peeress ,10242791,26894
flaming ,13480848,17402
buttermilk pancake ,7640749,19654
temper ,302875,1957
quenching ,229934,10976
interahamwe ,8016900,35828
lower california ,9343761,39854
dyspnoeic ,267871,9937
wish well ,1824532,3584
bracket out ,800586,37663
estrange ,1823528,39491
wallow ,1823370,6681
shrub ,13112664,17678
genus chrysobalanus ,12624873,8038
sympathize with ,1821996,11323
squeeze box ,2672831,8891
running headline ,6345131,14053
road map ,4097256,14472
seconder ,10568443,23401
savour ,1820302,26867
el alamein ,1278232,16396
pother ,1820077,14910
implantation ,677808,26697
restrain ,1819554,14706
celestial point ,8520401,146
anoestrus ,14038482,3601
spur ,1818835,33437
recreate ,1817938,36917
work ,1817574,26408
marquise ,10293590,14988
whittler ,10779775,219
titillate ,1816219,39021
disk shape ,5073559,3286
still ,1815185,5322
fosamax ,2696384,14849
rejoice ,1813884,13149
tickle pink ,1812324,6239
beatify ,1812068,36423
uplift ,1811736,4775
genus coregonus ,2539251,1647
plasterwork ,3957567,10702
croatian ,9751256,16986
hope ,1811441,33657
spillage ,329619,18259
despond ,1811172,37488
let down ,1798936,11174
lock ,1810320,30995
square dance ,1898893,11792
knock out ,1809980,3953
benight ,1809884,10076
reduce ,236999,37184
repulse ,1808769,37324
rabbi ,6341609,33210
sham ,3318438,424
sicken ,1808374,29745
ostrich ,10385707,11887
bring ,1808218,16839
crystal ,3142912,5731
hexalectris ,12068824,34772
tempt ,1807770,19588
tempt ,1807529,4686
testing ,639975,24783
antagonize ,1807314,26465
event planner ,10067600,8986
trance ,1806505,40452
steel ,1806271,19204
rucksack ,2769748,32556
poise ,1806109,30718
refusal ,7205573,40714
look to ,1804961,5554
trinidad ,8755852,20057
genus alisma ,12612020,7065
basketball play ,563494,40253
wing ,8219493,38416
patellar reflex ,864859,40467
ingratiate ,1804595,27071
intestinal artery ,5346714,12442
lament ,1802219,20108
subdue ,1801847,29893
spill over ,2070150,691
torah ,6451891,1207
pravastatin ,3997980,32507
cane ,12136206,37105
piloting ,609506,22578
take down ,1800422,31813
mortify ,1799794,7367
doc ,8129268,27263
agency ,8057206,21436
myrmecobius ,1885367,26251
wick ,4581829,27998
sturnus ,1576863,25671
sorrow ,1797347,21186
unresponsiveness ,5213201,22696
throw a fit ,1795428,32202
bronze star medal ,6708304,34902
agonize ,1794523,9408
murkiness ,4703698,35398
scruple ,1794195,28341
sting ,1793742,24668
wound ,1793177,7488
pain ,1792567,33816
embarrass ,1792097,14139
turn in ,17865,35108
bother ,1791535,16626
put off ,1790739,22193
provoke ,1789514,30816
pique ,1789270,14075
peeve ,1788932,39013
vex ,1787955,22284
madden ,1787822,2881
falun gong ,8472120,17983
peer of the realm ,10413276,32796
wheatworm ,1932643,35389
game of chance ,507673,37888
dramatic irony ,7102593,23655
press ,1754105,6439
dishonorable discharge ,234105,7763
tracy ,11347519,33627
glove ,3441112,30594
anger ,1785971,12863
family cervidae ,2429695,1122
scare off ,1785748,20482
stage ,13939892,34576
dissolve ,1784799,34889
genus tetrahymena ,1396170,37278
unsettle ,1783881,33187
run ,2612234,40675
shock ,1783022,23008
horrify ,1782650,38488
house ,7971449,34360
panic ,1781983,1637
tyrannize ,1781757,28151
roulette ,13908580,21677
fear ,1780202,23726
frighten ,1780104,20570
minge ,5263732,19043
sanitate ,2361981,31532
worship ,1778990,15985
pyramidal tract ,5491612,15891
vaticinate ,926702,32028
personage ,10200781,33812
linguistic communication ,6282651,14613
dardic language ,6972311,2437
adore ,1777817,35069
regimen ,5909585,37883
turn ,2626604,33864
like ,1777210,23675
rational motive ,9178821,8374
take to ,1776468,40683
cattle cake ,7800487,4312
macadam ,14977075,30390
gene ,5436752,6477
supernatural ,9503877,40638
directorship ,591858,8925
loathe ,1774426,10264
western saxifrage ,12793886,22498
pistacia ,12761471,14489
vim ,4633197,27441
excite ,1772960,32099
pride ,1772498,30225
staining ,276813,17359
interspersion ,381326,30406
submachine gun ,4347519,10195
get under one's skin ,1771194,15474
judaism ,8094013,29253
feeding ,1057759,24047
pharmacopoeia ,3921209,124
christian holy day ,15184170,31468
arbitrement ,1190884,10333
worry ,1766748,11531
genus lecanora ,12987993,23156
worry ,1765908,14403
placate ,1765392,25411
palmister ,10395209,26180
unbalance ,1764586,5273
lords spiritual ,8167779,38457
unhinge ,1764171,4262
advertorial ,7249180,9842
pternohyla fodiens ,1652297,21915
killer t cell ,5452516,37497
horehound ,12854048,22188
milt ,2322712,26010
dread ,7521674,4678
family burmanniaceae ,12087207,21340
wynfrith ,10856486,1400
wake ,1761120,30604
trapezium ,13881381,12680
rekindle ,1760552,24424
statue maker ,10566072,22486
invite ,1760143,18992
joviality ,7551890,34314
raise ,1759326,3606
embattle ,1758180,38159
shame ,1108053,2338
uncertainty ,4756887,33383
demodulate ,1351601,33529
fertile ,1001689,13858
basal ganglion ,5497363,17840
strike out ,346714,7212
make ,1755816,23091
melancholy ,7533097,32964
provo ,9147618,24272
make ,1755504,8040
savoury ,7820814,11146
commode ,3016953,11604
inoculate ,188252,23563
spikemoss ,13224673,33969
maximize ,428583,10915
jamaica shorts ,2831595,17032
embroidery ,7172979,40336
genus boletus ,13055009,7664
design ,1753596,13117
sporulate ,1752728,25099
fret ,1752025,4677
place ,2695895,26187
heel ,1751545,5254
take up ,2346724,22510
kachinic ,6933022,13056
aquatint ,1750668,36287
etch ,1750421,12500
intussuscept ,1507006,2283
lithograph ,1749394,2135
print ,1749184,3495
nitrate ,15015501,9829
programme ,1747717,1076
wire ,4594489,20028
scribble ,1747203,4380
tick ,6818747,20399
sweetness ,4980463,15893
misprint ,1746839,40246
united states intelligence agency ,8339939,11656
have ,121046,13911
garden cress ,7733005,8606
publish ,1745722,2005
indent ,1745377,8382
sighting ,880269,23533
czech ,6944911,3002
colon ,5535869,7887
harrow ,1742415,21459
new haven ,9069415,26107
turn ,1741864,29233
overcultivate ,1741692,4872
work ,1741446,5608
landscape ,1741221,32443
garden ,1740969,34250
overproduce ,1740468,29401
detergent ,3181899,22106
nicaea ,8504151,33076
vamp up ,1739545,20737
hemp nettle ,12847008,17874
cabernet sauvignon grape ,13146740,17165
latch ,1286777,10819
deliberation ,5796423,31309
germinate ,1738597,8288
top brass ,8165353,20378
replay ,1738347,22887
hexagrammos ,2648769,25249
develop ,1738774,5364
metacyesis ,14047740,20932
waterbuck ,2427724,12635
reproduce ,1736822,29785
whizz ,2188587,4829
stultify ,853445,4241
reduplicate ,1735556,4601
wobble ,7364700,31871
tabooli ,7808904,29059
petaurus ,1881991,40364
slit ,13904843,1922
talk ,7139316,22045
fiddle ,1733667,31672
mortal sin ,757730,11151
scorzonera ,7735294,27677
conduct ,1733213,10747
temporary expedient ,178832,15268
lead ,1732921,34508
render ,1732172,15592
cilium ,1458105,21440
plunder ,2345288,30605
chorus ,1730799,1634
solmizate ,1730384,35078
minstrel ,1730216,7506
substance abuse ,947923,27950
sing ,1729431,35468
porphyrula ,2017335,36368
jebel musa ,9321694,27193
pipe ,1727684,39598
family capparidaceae ,11864602,17831
shoestring catch ,140264,22423
bacteria species ,1353411,9899
whisk ,1417868,5749
intrusive ,1352067,17894
linesman ,10049363,25918
gaucho ,10122441,11780
notonecta ,2240852,34877
good egg ,10138242,36898
pick up ,1215137,1712
phylogenetic relation ,13812296,16135
portray ,1723690,19539
vestibule ,2715513,34175
neuropile ,5483122,22343
simulate ,1722980,22870
false pretense ,772026,23936
fluoridization ,365012,22372
cricket ,2229544,20858
geological phenomenon ,11417672,14798
co-star ,1721415,14570
star ,1720980,14794
enter ,1720660,10977
roleplay ,1719921,14685
represent ,1719302,5351
wichita ,9088989,82
cybernate ,1718952,38216
lineage ,4922787,18108
premiere ,1718185,36236
marang tree ,12400924,17799
pokeweed ,11855274,3676
cry ,66685,38463
uprise ,1970348,23808
national park ,8600992,31576
play ,1716882,1438
hungriness ,14039534,28811
play ,1716619,8188
sightread ,1715525,5126
kendall test ,6034611,19990
perform ,1714208,3677
trespass ,734482,940
staggerbush ,12240965,31862
sergei vasilievich rachmaninov ,11251531,22254
favour ,7500414,38122
credulous ,646413,13626
phensuximide ,3922412,26042
bengali ,9692430,28191
stage ,1711445,12353
primer ,6414948,1094
direct ,1710317,37867
worm snake ,1740551,39132
trip the light fantastic toe ,1708676,29340
jive ,1708542,13023
opening ,7452699,37244
loft ,3686470,27692
eating disorder ,14055623,12686
transcribe ,1708113,29625
pool ,9397391,33459
genus conocarpus ,12324756,38112
realize ,1707495,37202
reharmonize ,1707128,30713
visit ,2493030,4439
melodize ,1706756,37059
hungarian goulash ,7590320,25867
polyprion ,2568326,12075
footnote ,1704953,6319
ghostwrite ,1704752,9869
year dot ,15244351,12405
irony ,7106246,17016
clef ,6862562,14360
lounge ,1528339,6481
elegize ,1703326,37927
brake pedal ,2890804,7476
metrify ,1703023,18615
pun ,1702331,34608
alliterate ,1702154,7816
debate ,714884,25904
stuff ,4345288,9174
shining sumac ,12763762,31533
wrestler ,10793168,12280
bind ,567291,37153
write copy ,1701152,16341
do ,10435,8453
testator ,10703336,29913
rewrite ,1700934,23056
redact ,981276,4109
toss off ,1700655,6695
ramification ,5083200,27903
hyphenate ,1700326,12143
road agent ,10175507,29106
incompetent person ,10202363,144
paragraph ,1699700,2337
attributable ,171590,15620
true sparrow ,1539573,40165
stride ,1912709,27815
mason ,11163041,23664
create verbally ,1697816,17811
relative ,10235549,37482
miniate ,1696893,35729
watercolour ,1696435,24573
streak ,1696135,4580
crosshatch ,1695976,14371
domestic goat ,2417070,14411
shade ,1695567,35816
roneo ,1695459,6014
mimeograph ,1695257,18403
bitter end ,2845576,7677
nicker seed ,11689197,5239
back up ,1694620,8737
lake herring ,2539573,37703
re-create ,1693881,1434
kalimantan ,8843215,24571
charcoal ,1693138,24387
loudmouth ,10274318,15758
probe ,788564,4730
transport ,1435380,17502
capital of serbia and montenegro ,8817418,22151
write ,1691057,19824
rhyacotriton ,1635343,31502
draw ,1690294,36075
hemophiliac ,10170989,9462
contour ,1689752,31392
outline ,1689379,26052
terminate ,2735418,30734
chicane ,808671,38420
trigonella ,12574143,23724
illustrate ,1687401,6416
show ,1686956,32049
procure ,1180975,19157
build ,1685601,31329
corporate finance ,1098968,21001
paint ,1684663,23872
union ,8233056,32480
emblazon ,1684180,26745
hematocoele ,14317221,18034
recognize ,2546467,27006
connecticut river ,9252273,12984
fresco ,1683271,11494
working out ,250710,15710
gild ,1683101,10162
sunflower ,11978233,7497
take out ,677021,22330
quarter ,8627919,26334
subclass malacostraca ,1975312,26977
accessory ,9759875,26513
plume ,1680132,12347
deck ,1679980,9176
lard ,1679669,31435
trim ,1679433,19582
scallop ,1679106,14872
panel ,1678519,5334
stucco ,1678279,35718
ornament ,1675963,21365
generalship ,592652,4977
hammer ,1675245,33314
lagerstroemia indica ,12329260,3515
charge ,13400798,36758
comprehensive school ,8413248,17169
weave ,1673891,3043
knot ,1673732,37318
chord ,6869951,22288
loop ,1673472,5833
genus catacala ,2295717,38105
retaliator ,9826074,27523
intersex ,10172080,29254
explosion ,377364,1890
knit ,1671039,39708
submersion ,7364115,12960
defuse ,1137696,36189
genus maxillaria ,12073007,25997
dress up ,1670315,1463
spangle ,1669906,23780
jamming ,1253379,26053
medical examination ,142361,25653
civil suit ,1183031,1748
centre ,2993546,8702
sac ,5515670,16491
saint-john's-bread ,7598335,17210
argy-bargy ,7182485,30088
violation ,770270,9529
knitwork ,3624966,37698
illustrate ,1668421,13978
intelligence operation ,981830,17916
stick ,1667969,18225
embroider ,1667607,31501
president george w. bush ,10875910,5562
quilt ,1667304,32123
scuff ,1917845,25531
style ,1666894,19746
exchange ,3302487,14077
locker room ,3683708,749
cook up ,1666131,10912
whomp up ,1666002,31516
cook ,1665638,6180
caramelize ,114615,29028
regrets ,6634239,16065
sandwich ,1665081,4535
scallop ,1664847,20778
polypedatidae ,1644104,23346
family cancridae ,1977684,40325
mould ,1662771,15705
manual labour ,623162,1170
uproot ,1662118,17976
set up ,1661472,12992
accommodation ,2672371,11637
sinter ,1661096,35155
violate ,1565472,31338
rester ,10524973,34371
hill ,1660640,5284
malpighiaceae ,12694048,36392
islet ,9319456,13251
mound ,1660386,28963
chartist ,9911051,15316
work ,1659248,18226
remodel ,1658586,37409
nan ling ,9365443,1745
take apart ,1657977,7988
seseli ,12944238,33336
compound ,1657828,40137
timid ,251809,34410
pulverize ,1656458,32520
genus equus ,2373843,36308
sadhe ,6838543,22026
reconstruct ,1655902,6194
glucosamine ,14752323,36301
lock ,1655347,1416
vaticinator ,10483530,27984
orchard oriole ,1572782,17455
questioner ,10207831,25392
make ,1654628,3467
family cladoniaceae ,12990800,3451
manufacture ,1653442,11505
turn out ,1652139,12206
question ,785008,36381
impel ,1650425,5813
propel ,1649999,13420
muharrum ,15217308,32620
jackson ,11077195,18429
sundacarpus amara ,11659627,6647
frankness ,4871720,33238
tyre ,4440749,26027
sacramental oil ,3026350,39295
pink paper daisy ,11917407,33999
walk over ,1102667,37052
pacify ,1647867,32787
treat ,2261642,31644
senator ,10578471,26461
lido ,3661861,14459
provoke ,1646866,8444
straighten out ,167934,10782
drive ,1646300,7326
pioneer ,1645421,9349
bomber ,9864536,19793
flap ,1055558,19894
intonation ,1254685,30632
hearable ,173764,24624
stimulate ,1644522,9089
field hospital ,3333349,25303
yellow mountain saxifrage ,12793284,22068
set up ,1642924,2364
introduce ,1642437,28934
consummate ,1641632,10261
get over ,1641341,15195
design ,1640550,460
plan ,1639714,18641
strike ,1639105,28616
project ,1638368,20539
think ,1637166,15475
woods ,8438533,19951
need ,14449126,21540
clasp ,1222328,22975
socialist people's libyan arab jamahiriya ,8959683,14729
shave ,1249490,17891
trump up ,1635056,19863
pinyon ,11609475,10052
slovenly person ,10612210,15308
indriidae ,2499990,18223
bring ,767334,30955
jug ,3603722,40542
manufacture ,1634424,9435
travel ,1835496,26794
preconceive ,1634011,6492
reptilia ,1660719,34061
formulate ,1633173,27791
throw ,1632897,9590
schematize ,1632103,30838
renew ,1631072,39733
furrow ,1277649,1158
dry-gulching ,1247306,19779
phage ,1334862,28066
stir ,1629958,19020
uncongenial ,561036,25566
yield ,1629403,25308
develop ,1627947,24760
traumatize ,90186,35320
confection ,1626420,22299
crush ,358089,36190
